,Order_ID,Order_Date,Ship_Date,Customer_Id,Customer_Name,Customer_Segment,Product_Id,Product_Name,Category,Region,State,City,Quantity,Unit_Price,Discount(%),Sales_Amount,Cost_Price,Profit,Payment_Mode,Delivery_Staus,Supplier_Name,Supplier_Email,Stock_Left,Auto_Reorder,Reorder_Quantity
66,ORD1066,2026-02-24,2026-02-28,CUST144,Miss Pamela Cunningham PhD,Corporate,PROD2549,Calculator,Office Supplies,East,South Dakota,Kennethshire,3,774,5,2205.9,1530.69,675.21,Net Banking,Delivered,Barron PLC,noahellison@example.com,17,No,0
67,ORD1067,2025-11-26,2025-11-28,CUST192,Richard Osborne,Home Office,PROD5658,Pen,Office Supplies,North,Delaware,Amberton,6,380,5,2166.0,1377.05,788.95,Net Banking,Returned,"Fischer, Daniel and Bernard",elopez@example.org,11,No,0
68,ORD1068,2026-01-24,2026-01-27,CUST751,Alicia Mack,Consumer,PROD3430,Laptop,Electronics,North,Missouri,Jessicaville,8,3464,0,27712.0,16892.75,10819.25,UPI,Cancelled,Rowe LLC,smithmorgan@example.com,23,No,0
69,ORD1069,2024-07-18,2024-07-24,CUST157,Melissa Harris,Corporate,PROD5349,Stapler,Office Supplies,West,Kansas,North Penny,2,3926,10,7066.8,4639.08,2427.72,Cash,Cancelled,Morrow Inc,bparker@example.com,12,No,0
70,ORD1070,2024-07-07,2024-07-11,CUST344,Caitlin Miller,Corporate,PROD6593,Notebook,Office Supplies,East,South Carolina,Brookeside,6,2114,15,10781.4,7324.32,3457.08,Credit,Delivered,Norman and Sons,kevin79@example.com,18,No,0
71,ORD1071,2024-10-04,2024-10-08,CUST463,Becky Burns,Consumer,PROD5975,Calculator,Office Supplies,South,Illinois,South James,9,3768,0,33912.0,23641.53,10270.47,Cash,Pending,"Jones, Grimes and Rodriguez",kirbypeter@example.org,11,No,0
72,ORD1072,2025-10-08,2025-10-11,CUST230,Sara Daniels,Consumer,PROD6401,Cooking Oil,Grocery,North,Utah,Millerview,8,566,0,4528.0,3910.56,617.44,UPI,Pending,Preston PLC,deleongregory@example.org,0,Yes,15
73,ORD1073,2025-02-10,2025-02-16,CUST211,Deborah Bates,Home Office,PROD5090,Stapler,Office Supplies,North,Arkansas,Floresport,3,2410,5,6868.5,5466.61,1401.89,UPI,Pending,Robinson-Williams,ddyer@example.com,17,No,0
74,ORD1074,2025-06-03,2025-06-10,CUST412,Steven James,Home Office,PROD2321,Bookshelf,Furniture,East,Mississippi,East Brandiport,7,287,0,2009.0,1217.02,791.98,Credit,Cancelled,Knight-Zhang,cobbjill@example.com,19,No,0
75,ORD1075,2024-09-03,2024-09-07,CUST731,Anthony Flowers,Consumer,PROD2214,Notebook,Office Supplies,West,Oklahoma,Port Bobby,8,3401,10,24487.2,15263.86,9223.34,Cash,Cancelled,Lyons-Serrano,riosheidi@example.org,26,No,0
76,ORD1076,2025-10-30,2025-11-02,CUST803,Matthew Torres,Home Office,PROD5493,Monitor,Electronics,East,North Dakota,East Ronald,10,2308,15,19618.0,14798.21,4819.79,Cash,Cancelled,"Lambert, King and Rose",tvargas@example.com,7,Yes,13
77,ORD1077,2026-01-06,2026-01-10,CUST628,Diane Bowman,Corporate,PROD9759,Headphone,Electronics,South,Kansas,North Christopher,6,3887,0,23322.0,15936.52,7385.48,UPI,Returned,Higgins-Graves,jeremiahstein@example.net,14,No,0
78,ORD1078,2025-05-05,2025-05-08,CUST200,Michael Baird,Consumer,PROD2041,Pen,Office Supplies,South,Iowa,Shannonhaven,9,3004,5,25684.2,22167.63,3516.57,Cash,Cancelled,"Hodges, Roberson and Daniel",kellymarquez@example.org,13,No,0
79,ORD1079,2025-06-21,2025-06-27,CUST794,Julie Frazier,Consumer,PROD6015,Headphone,Electronics,South,Texas,Theresamouth,9,2422,20,17438.4,11739.47,5698.93,Cash,Pending,"Hudson, Clark and Rogers",christiankaren@example.net,4,Yes,14
80,ORD1080,2025-01-10,2025-01-17,CUST653,Matthew Davis,Corporate,PROD8348,Headphone,Electronics,North,Virginia,New Ryanchester,6,2017,5,11496.9,8645.09,2851.81,Credit,Returned,"Weaver, Hawkins and Martin",andersonrebecca@example.org,30,No,0
81,ORD1081,2025-04-10,2025-04-11,CUST247,Ashley Perez,Corporate,PROD2148,Juice Pack,Grocery,West,Connecticut,Sanchezhaven,3,4803,0,14409.0,12237.69,2171.31,UPI,Cancelled,"Patterson, Williamson and Davidson",bmiller@example.net,9,Yes,8
82,ORD1082,2024-07-10,2024-07-11,CUST366,Bradley Johnson,Home Office,PROD4533,Keyboard,Electronics,North,Pennsylvania,Joebury,6,840,15,4284.0,2961.63,1322.37,UPI,Returned,"Floyd, Scott and Sanchez",joshua40@example.org,19,No,0
83,ORD1083,2024-12-06,2024-12-09,CUST571,Tiffany Osborn,Consumer,PROD4575,Rice Bag,Grocery,North,North Dakota,Anthonytown,7,2325,20,13020.0,10821.98,2198.02,Cash,Delivered,Johnson-Rios,cmelendez@example.com,9,Yes,9
84,ORD1084,2025-12-23,2025-12-25,CUST741,Luke Evans,Home Office,PROD7323,Snacks,Grocery,East,Maine,North Wanda,9,4028,5,34439.4,28078.57,6360.83,UPI,Pending,Hunt LLC,charles03@example.com,21,No,0
85,ORD1085,2024-04-11,2024-04-18,CUST992,Adam Meadows,Home Office,PROD9919,Juice Pack,Grocery,West,New Jersey,Lake Mikaylatown,10,4413,5,41923.5,36082.11,5841.39,Net Banking,Returned,"Goodwin, James and Diaz",bmoss@example.net,30,No,0
86,ORD1086,2024-06-14,2024-06-15,CUST101,Jason Park,Corporate,PROD7793,Rice Bag,Grocery,East,Hawaii,Lancemouth,5,593,10,2668.5,1855.61,812.89,UPI,Delivered,"Juarez, Grimes and Stanley",colleen13@example.org,12,No,0
87,ORD1087,2024-06-10,2024-06-16,CUST923,Olivia Taylor,Home Office,PROD1344,Study Table,Furniture,South,New York,South Andrew,9,4476,15,34241.4,25961.39,8280.01,Credit,Cancelled,Brown Ltd,nicole10@example.com,17,No,0
88,ORD1088,2025-04-01,2025-04-05,CUST975,Timothy Willis MD,Home Office,PROD4541,Dinning Table,Furniture,West,Illinois,Ronaldside,2,2004,15,3406.8,2415.27,991.53,Credit,Pending,Morris Ltd,ewoodard@example.net,9,Yes,12
89,ORD1089,2025-05-19,2025-05-23,CUST964,Paul Barnett,Home Office,PROD8078,Snacks,Grocery,South,Idaho,Jasonmouth,9,1215,20,8748.0,5936.16,2811.84,Cash,Returned,Johnson-Wagner,martinsonya@example.net,30,No,0
90,ORD1090,2024-11-09,2024-11-16,CUST388,Susan Mcdaniel,Home Office,PROD5337,Juice Pack,Grocery,South,New Mexico,Hollandstad,2,1516,20,2425.6,1831.35,594.25,UPI,Returned,"Smith, Pham and Allen",kimberly73@example.org,12,No,0
91,ORD1091,2024-03-02,2024-03-04,CUST149,Diana Roberts,Home Office,PROD9220,Headphone,Electronics,East,Illinois,West Jeffrey,9,484,15,3702.6,2954.65,747.95,Net Banking,Returned,"Smith, Phillips and Hall",kimberlyreed@example.net,21,No,0
92,ORD1092,2025-07-23,2025-07-30,CUST172,Jennifer Martin,Home Office,PROD3543,Snacks,Grocery,South,North Carolina,West Donald,9,224,0,2016.0,1285.73,730.27,Net Banking,Cancelled,Freeman-Jenkins,leslie29@example.com,29,No,0
93,ORD1093,2025-03-24,2025-03-26,CUST464,Charles Martinez,Consumer,PROD6695,Mouse,Electronics,North,Virginia,Lake Morgan,3,2822,5,8042.7,5983.21,2059.49,Cash,Returned,Shelton-Sanchez,lmorton@example.net,2,Yes,0
94,ORD1094,2024-12-20,2024-12-27,CUST259,Patricia Sanchez,Corporate,PROD9505,Stapler,Office Supplies,West,Connecticut,New Jonathanton,7,3539,20,19818.4,16703.08,3115.32,UPI,Pending,Gonzalez-Ramos,bthompson@example.net,21,No,0
95,ORD1095,2025-12-05,2025-12-10,CUST939,Kerry Lane,Home Office,PROD6760,Sugar,Grocery,North,Nebraska,Sarahport,6,3758,0,22548.0,14784.53,7763.47,UPI,Cancelled,Burke PLC,ptownsend@example.net,28,No,0
96,ORD1096,2025-12-12,2025-12-16,CUST207,Jacqueline Duncan,Consumer,PROD1148,Office Chair,Furniture,North,Minnesota,Jessefort,8,175,20,1120.0,837.76,282.24,Cash,Delivered,"Black, Herring and Conley",byrdmary@example.net,6,Yes,0
97,ORD1097,2025-08-03,2025-08-10,CUST368,Brian Mckay,Consumer,PROD8777,Juice Pack,Grocery,North,Rhode Island,West Angelafort,9,2666,15,20394.9,15024.87,5370.03,Credit,Pending,Phillips-Arnold,julianrosales@example.net,23,No,0
98,ORD1098,2025-04-18,2025-04-24,CUST785,Sheila Ruiz,Consumer,PROD7014,Study Table,Furniture,North,Idaho,Gomezhaven,9,3113,10,25215.3,16481.37,8733.93,Net Banking,Delivered,"Anderson, Woods and Buck",mrodriguez@example.net,25,No,0
99,ORD1099,2024-12-21,2024-12-28,CUST663,Dennis Cochran,Consumer,PROD1357,Dinning Table,Furniture,South,Arizona,West Lisa,8,2717,10,19562.4,17549.11,2013.29,Net Banking,Pending,Peterson-Campos,chapmanjennifer@example.org,25,No,0
100,ORD1100,2024-05-13,2024-05-17,CUST405,Angela Wheeler,Consumer,PROD9223,Sugar,Grocery,South,Texas,Sherylview,8,2442,0,19536.0,16034.8,3501.2,UPI,Cancelled,"Perez, Wallace and Swanson",michael26@example.org,16,No,0
101,ORD1101,2025-07-29,2025-08-04,CUST178,Diana Armstrong,Home Office,PROD3138,Office Chair,Furniture,South,South Carolina,North Frederickfurt,2,2767,15,4703.9,3980.55,723.35,Credit,Delivered,Ponce-Benton,sarahjones@example.net,14,No,0
102,ORD1102,2025-04-03,2025-04-10,CUST844,Kimberly Lopez,Corporate,PROD1093,Mouse,Electronics,South,Rhode Island,West Crystal,3,3958,15,10092.9,8593.56,1499.34,Cash,Delivered,Cole Group,beverly03@example.com,29,No,0
103,ORD1103,2024-11-13,2024-11-15,CUST434,Mark Davis,Home Office,PROD8347,Keyboard,Electronics,West,Idaho,Port Michaelfurt,4,604,5,2295.2,2014.75,280.45,Net Banking,Returned,Parker Inc,ipark@example.com,25,No,0
104,ORD1104,2024-10-08,2024-10-13,CUST470,Darrell Suarez,Consumer,PROD3554,Cooking Oil,Grocery,North,Indiana,Bowmanview,9,3409,15,26078.85,18621.42,7457.43,Cash,Returned,"Parker, Howell and Barber",trevorlove@example.net,7,Yes,20
